species_name,Fruittype,Growthform,Tropic,Temperate,Subtropic,Genus,Family,Order
Fissistigma_polyanthum,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_poilanei,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_oldhamii,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_minuticalyx,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_maclurei,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_latifolium,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_kwangsiense,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_bracteolatum,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_balansae,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Fissistigma_acuminatissimum,fleshy,wood,Tropic,Absence,Absence,Fissistigma,Annonaceae,Magnoliales
Uvaria_tonkinensis,fleshy,wood,Tropic,Absence,Absence,Uvaria,Annonaceae,Magnoliales
Uvaria_rufa,fleshy,wood,Tropic,Absence,Absence,Uvaria,Annonaceae,Magnoliales
Uvaria_kweichowensis,fleshy,wood,Tropic,Absence,Absence,Uvaria,Annonaceae,Magnoliales
Uvaria_kurzii,fleshy,wood,Tropic,Absence,Absence,Uvaria,Annonaceae,Magnoliales
Uvaria_calamistrata,fleshy,wood,Tropic,Absence,Absence,Uvaria,Annonaceae,Magnoliales
Goniothalamus_cheliensis,fleshy,wood,Tropic,Absence,Absence,Goniothalamus,Annonaceae,Magnoliales
Goniothalamus_griffithii,fleshy,wood,Tropic,Absence,Absence,Goniothalamus,Annonaceae,Magnoliales
Artabotrys_punctulatus,fleshy,wood,Tropic,Absence,Absence,Artabotrys,Annonaceae,Magnoliales
Artabotrys_hainanensis,fleshy,wood,Tropic,Absence,Absence,Artabotrys,Annonaceae,Magnoliales
Sabia_schumanniana,fleshy,wood,Absence,Temperate,Subtropic,Sabia,Sabiaceae,Sabiales
Sabia_parviflora,fleshy,wood,Tropic,Temperate,Subtropic,Sabia,Sabiaceae,Sabiales
Sabia_limoniacea,fleshy,wood,Tropic,Absence,Absence,Sabia,Sabiaceae,Sabiales
Sabia_fasciculata,fleshy,wood,Tropic,Temperate,Subtropic,Sabia,Sabiaceae,Sabiales
Sabia_dielsii,fleshy,wood,Tropic,Temperate,Subtropic,Sabia,Sabiaceae,Sabiales
Sabia_campanulata,fleshy,wood,Absence,Temperate,Absence,Sabia,Sabiaceae,Sabiales
Sabia_yunnanensis,fleshy,wood,Absence,Temperate,Subtropic,Sabia,Sabiaceae,Sabiales
Meliosma_yunnanensis,fleshy,wood,Absence,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_thomsonii,fleshy,wood,Absence,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_dilleniifolia,fleshy,wood,Absence,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_dumicola,fleshy,wood,Absence,Absence,Subtropic,Meliosma,Sabiaceae,Sabiales
Meliosma_velutina,fleshy,wood,Tropic,Absence,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_thorelii,fleshy,wood,Tropic,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_kirkii,fleshy,wood,Tropic,Absence,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_arnottiana,fleshy,wood,Tropic,Temperate,Subtropic,Meliosma,Sabiaceae,Sabiales
Meliosma_veitchiorum,fleshy,wood,Absence,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Meliosma_rigida,fleshy,wood,Tropic,Absence,Subtropic,Meliosma,Sabiaceae,Sabiales
Meliosma_simplicifolia,fleshy,wood,Tropic,Absence,Subtropic,Meliosma,Sabiaceae,Sabiales
Meliosma_cuneifolia,fleshy,wood,Absence,Temperate,Absence,Meliosma,Sabiaceae,Sabiales
Tetracentron_sinense,dry,wood,Absence,Temperate,Subtropic,Tetracentron,Trochodendraceae,Trochodendrales
Buxus_rugulosa,dry,wood,Absence,Temperate,Absence,Buxus,Buxaceae,Buxales
Buxus_myrica,dry,wood,Absence,Temperate,Absence,Buxus,Buxaceae,Buxales
Buxus_mollicula,dry,wood,Absence,Temperate,Absence,Buxus,Buxaceae,Buxales
Buxus_bodinieri,dry,wood,Absence,Temperate,Subtropic,Buxus,Buxaceae,Buxales
Buxus_austroyunnanensis,dry,wood,Tropic,Absence,Absence,Buxus,Buxaceae,Buxales
Sarcococca_ruscifolia,fleshy,wood,Absence,Temperate,Subtropic,Sarcococca,Buxaceae,Buxales
Sarcococca_pauciflora,fleshy,wood,Absence,Absence,Subtropic,Sarcococca,Buxaceae,Buxales
Sarcococca_vagans,fleshy,wood,Tropic,Absence,Absence,Sarcococca,Buxaceae,Buxales
Pachysandra_axillaris,fleshy,wood,Absence,Temperate,Absence,Pachysandra,Buxaceae,Buxales
Sarcococca_wallichii,fleshy,wood,Absence,Temperate,Subtropic,Sarcococca,Buxaceae,Buxales
Nelumbo_nucifera,dry,herb,Absence,Temperate,Absence,Nelumbo,Nelumbonaceae,Proteales
Helicia_clivicola,dry,wood,Absence,Absence,Subtropic,Helicia,Proteaceae,Proteales
Helicia_vestita,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_tsaii,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_tibetensis,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_silvicola,dry,wood,Tropic,Absence,Subtropic,Helicia,Proteaceae,Proteales
Helicia_shweliensis,dry,wood,Tropic,Absence,Subtropic,Helicia,Proteaceae,Proteales
Helicia_pyrrhobotrya,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_nilagirica,dry,wood,Tropic,Absence,Subtropic,Helicia,Proteaceae,Proteales
Helicia_grandis,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_falcata,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Heliciopsis_terminalis,dry,wood,Tropic,Absence,Absence,Heliciopsis,Proteaceae,Proteales
Heliciopsis_henryi,dry,wood,Tropic,Absence,Absence,Heliciopsis,Proteaceae,Proteales
Helicia_reticulata,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Helicia_cochinchinensis,dry,wood,Tropic,Absence,Absence,Helicia,Proteaceae,Proteales
Dactylicapnos_torulosa,fleshy,herb,Absence,Temperate,Absence,Dactylicapnos,Papaveraceae,Ranunculales
Dactylicapnos_scandens,fleshy,herb,Absence,Temperate,Absence,Dactylicapnos,Papaveraceae,Ranunculales
Dactylicapnos_lichiangensis,fleshy,herb,Absence,Temperate,Absence,Dactylicapnos,Papaveraceae,Ranunculales
Dactylicapnos_roylei,fleshy,herb,Absence,Temperate,Absence,Dactylicapnos,Papaveraceae,Ranunculales
Hypecoum_leptocarpum,dry,herb,Absence,Temperate,Absence,Hypecoum,Papaveraceae,Ranunculales
Corydalis_zhongdianensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_yunnanensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_trifoliata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_trachycarpa,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_tongolensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_tenerrima,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_stracheyi,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_stenantha,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_smithiana,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_radicans,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_pseudohamata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_porphyrantha,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_polyphylla,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_petrophila,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_peltata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_pachypoda,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_pachycentra,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_oxypetala,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_ophiocarpa,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_multisecta,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_mayae,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_lutescens,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_lopinensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_liana,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_latiloba,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_lathyrophylla,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_kokiana,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_kiukiangensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_heterocentra,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_hemidicentra,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_hamata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_grandicalyx,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_gracillima,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_glycyphyllos,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_flaccida,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_dulongjiangensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_densispica,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_delphinioides,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_delavayi,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_curviflora,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_corymbosa,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_calcicola,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_bulleyana,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_bimaculata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_benecincta,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_atuntsuensis,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_appendiculata,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_anthriscifolia,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_adunca,dry,herb,Absence,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_triternatifolia,dry,herb,Absence,Temperate,Subtropic,Corydalis,Papaveraceae,Ranunculales
Corydalis_taliensis,dry,herb,Absence,Temperate,Subtropic,Corydalis,Papaveraceae,Ranunculales
Corydalis_pterygopetala,dry,herb,Absence,Temperate,Subtropic,Corydalis,Papaveraceae,Ranunculales
Corydalis_leptocarpa,dry,herb,Tropic,Temperate,Absence,Corydalis,Papaveraceae,Ranunculales
Corydalis_balansae,dry,herb,Tropic,Absence,Absence,Corydalis,Papaveraceae,Ranunculales
Dicranostigma_platycarpum,dry,herb,Absence,Temperate,Absence,Dicranostigma,Papaveraceae,Ranunculales
Dicranostigma_franchetianum,dry,herb,Absence,Temperate,Absence,Dicranostigma,Papaveraceae,Ranunculales
Meconopsis_venusta,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_speciosa,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_smithiana,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_pseudovenusta,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_lyrata,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_lancifolia,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_impedita,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_horridula,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_georgei,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_forrestii,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_delavayi,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_concinna,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_betonicifolia,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Meconopsis_integrifolia,dry,herb,Absence,Temperate,Absence,Meconopsis,Papaveraceae,Ranunculales
Circaeaster_agrestis,dry,herb,Absence,Temperate,Absence,Circaeaster,Circaeasteraceae,Ranunculales
Kingdonia_uniflora,dry,herb,Absence,Temperate,Absence,Kingdonia,Circaeasteraceae,Ranunculales
Sargentodoxa_cuneata,fleshy,wood,Absence,Absence,Subtropic,Sargentodoxa,Lardizabalaceae,Ranunculales
Decaisnea_insignis,fleshy,wood,Absence,Temperate,Subtropic,Decaisnea,Lardizabalaceae,Ranunculales
Sinofranchetia_chinensis,fleshy,wood,Tropic,Absence,Absence,Sinofranchetia,Lardizabalaceae,Ranunculales
Holboellia_chapaensis,fleshy,wood,Absence,Absence,Subtropic,Holboellia,Berberidaceae,Ranunculales
Holboellia_latifolia,fleshy,wood,Absence,Temperate,Subtropic,Holboellia,Berberidaceae,Ranunculales
Stauntonia_racemosa,fleshy,wood,Absence,Temperate,Absence,Stauntonia,Lardizabalaceae,Ranunculales
Stauntonia_chinensis,fleshy,wood,Tropic,Temperate,Absence,Stauntonia,Lardizabalaceae,Ranunculales
Stauntonia_brunoniana,fleshy,wood,Tropic,Absence,Absence,Stauntonia,Lardizabalaceae,Ranunculales
Stauntonia_brachyanthera,fleshy,wood,Tropic,Absence,Absence,Stauntonia,Lardizabalaceae,Ranunculales
Sinomenium_acutum,fleshy,wood,Absence,Temperate,Absence,Sinomenium,Menispermaceae,Ranunculales
Tinomiscium_petiolare,fleshy,wood,Tropic,Absence,Absence,Tinomiscium,Menispermaceae,Ranunculales
Eleutharrhena_macrocarpa,fleshy,wood,Tropic,Absence,Absence,Eleutharrhena,Menispermaceae,Ranunculales
Diploclisia_affinis,fleshy,wood,Tropic,Absence,Absence,Diploclisia,Menispermaceae,Ranunculales
Diploclisia_glaucescens,fleshy,wood,Tropic,Absence,Absence,Diploclisia,Menispermaceae,Ranunculales
Aspidocarya_uvifera,fleshy,wood,Tropic,Absence,Subtropic,Aspidocarya,Menispermaceae,Ranunculales
Parabaena_sagittata,fleshy,herb,Tropic,Absence,Absence,Parabaena,Menispermaceae,Ranunculales
Tinospora_sinensis,fleshy,wood,Tropic,Absence,Absence,Tinospora,Menispermaceae,Ranunculales
Tinospora_crispa,fleshy,wood,Tropic,Absence,Absence,Tinospora,Menispermaceae,Ranunculales
Pericampylus_macrophyllus,fleshy,wood,Tropic,Absence,Absence,Pericampylus,Menispermaceae,Ranunculales
Pericampylus_glaucus,fleshy,wood,Tropic,Absence,Absence,Pericampylus,Menispermaceae,Ranunculales
Hypserpa_nitida,fleshy,wood,Tropic,Absence,Absence,Hypserpa,Menispermaceae,Ranunculales
Stephania_subpeltata,fleshy,herb,Absence,Temperate,Absence,Stephania,Menispermaceae,Ranunculales
Stephania_dicentrinifera,fleshy,herb,Absence,Temperate,Subtropic,Stephania,Menispermaceae,Ranunculales
Stephania_yunnanensis,fleshy,herb,Tropic,Absence,Subtropic,Stephania,Menispermaceae,Ranunculales
Stephania_longipes,fleshy,herb,Tropic,Temperate,Subtropic,Stephania,Menispermaceae,Ranunculales
Stephania_epigaea,fleshy,herb,Tropic,Temperate,Absence,Stephania,Menispermaceae,Ranunculales
Stephania_elegans,fleshy,herb,Tropic,Absence,Absence,Stephania,Menispermaceae,Ranunculales
Stephania_dolichopoda,fleshy,herb,Tropic,Temperate,Absence,Stephania,Menispermaceae,Ranunculales
Stephania_chingtungensis,fleshy,herb,Tropic,Absence,Subtropic,Stephania,Menispermaceae,Ranunculales
Stephania_brachyandra,fleshy,herb,Tropic,Temperate,Subtropic,Stephania,Menispermaceae,Ranunculales
Stephania_delavayi,fleshy,herb,Tropic,Temperate,Subtropic,Stephania,Menispermaceae,Ranunculales
Cyclea_wattii,fleshy,wood,Tropic,Temperate,Subtropic,Cyclea,Menispermaceae,Ranunculales
Cyclea_tonkinensis,fleshy,wood,Tropic,Absence,Subtropic,Cyclea,Menispermaceae,Ranunculales
Cyclea_sutchuenensis,fleshy,wood,Tropic,Absence,Subtropic,Cyclea,Menispermaceae,Ranunculales
Cyclea_racemosa,fleshy,wood,Tropic,Temperate,Absence,Cyclea,Menispermaceae,Ranunculales
Cyclea_meeboldii,fleshy,wood,Tropic,Absence,Absence,Cyclea,Menispermaceae,Ranunculales
Cyclea_hypoglauca,fleshy,wood,Tropic,Absence,Absence,Cyclea,Menispermaceae,Ranunculales
Cyclea_polypetala,fleshy,wood,Tropic,Temperate,Absence,Cyclea,Menispermaceae,Ranunculales
Cocculus_orbiculatus,fleshy,wood,Tropic,Temperate,Subtropic,Cocculus,Menispermaceae,Ranunculales
Cocculus_laurifolius,fleshy,wood,Tropic,Absence,Subtropic,Cocculus,Menispermaceae,Ranunculales
Pycnarrhena_poilanei,fleshy,wood,Tropic,Absence,Absence,Pycnarrhena,Menispermaceae,Ranunculales
Pachygone_valida,fleshy,wood,Tropic,Absence,Absence,Pachygone,Menispermaceae,Ranunculales
Albertisia_laurifolia,fleshy,wood,Tropic,Absence,Absence,Albertisia,Menispermaceae,Ranunculales
Caulophyllum_robustum,fleshy,herb,Absence,Temperate,Absence,Caulophyllum,Berberidaceae,Ranunculales
Epimedium_membranaceum,fleshy,wood,Absence,Temperate,Absence,Epimedium,Berberidaceae,Ranunculales
Epimedium_davidii,fleshy,wood,Absence,Temperate,Absence,Epimedium,Berberidaceae,Ranunculales
Sinopodophyllum_hexandrum,fleshy,herb,Absence,Temperate,Absence,Sinopodophyllum,Berberidaceae,Ranunculales
Dysosma_aurantiocaulis,fleshy,herb,Absence,Temperate,Absence,Dysosma,Berberidaceae,Ranunculales
Dysosma_veitchii,fleshy,herb,Absence,Temperate,Subtropic,Dysosma,Berberidaceae,Ranunculales
Berberis_yunnanensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_levis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_validisepala,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_tomentulosa,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_tianbaoshanensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_taronensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_taliensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_sublevis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_suberecta,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_spraguei,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_solutiflora,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_pruinocarpa,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_phanera,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_papillifera,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_pallens,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_nutanticarpa,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_muliensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_minutiflora,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_microtricha,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_mekongensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_ludlowii,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_lijiangensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_lepidifolia,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_kiukiangensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_jamesiana,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_franchetiana,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_forrestii,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_fengii,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_dumicola,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_dictyophylla,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_delavayi,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_dawoensis,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_crassilimba,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_concolor,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_centiflora,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_calcipratorum,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_bracteata,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_amoena,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_aggregata,fleshy,wood,Absence,Temperate,Absence,Berberis,Berberidaceae,Ranunculales
Berberis_zanlanscianensis,fleshy,wood,Absence,Absence,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_wuliangshanensis,fleshy,wood,Absence,Absence,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_vernalis,fleshy,wood,Absence,Absence,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_subacuminata,fleshy,wood,Absence,Absence,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_pruinosa,fleshy,wood,Absence,Temperate,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_holocraspedon,fleshy,wood,Absence,Temperate,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_fallax,fleshy,wood,Absence,Temperate,Subtropic,Berberis,Berberidaceae,Ranunculales
Berberis_deinacantha,fleshy,wood,Absence,Temperate,Subtropic,Berberis,Berberidaceae,Ranunculales
Mahonia_taronensis,fleshy,wood,Absence,Temperate,Absence,Mahonia,Berberidaceae,Ranunculales
Mahonia_dulongensis,fleshy,wood,Absence,Temperate,Absence,Mahonia,Berberidaceae,Ranunculales
Mahonia_oiwakensis,fleshy,wood,Absence,Absence,Subtropic,Mahonia,Berberidaceae,Ranunculales
Mahonia_cardiophylla,fleshy,wood,Absence,Absence,Subtropic,Mahonia,Berberidaceae,Ranunculales
Mahonia_bracteolata,fleshy,wood,Absence,Temperate,Subtropic,Mahonia,Berberidaceae,Ranunculales
Mahonia_napaulensis,fleshy,wood,Tropic,Temperate,Subtropic,Mahonia,Berberidaceae,Ranunculales
Mahonia_duclouxiana,fleshy,wood,Tropic,Temperate,Subtropic,Mahonia,Berberidaceae,Ranunculales
Mahonia_bealei,fleshy,wood,Absence,Absence,Subtropic,Mahonia,Berberidaceae,Ranunculales
Paraquilegia_microphylla,dry,herb,Absence,Temperate,Absence,Paraquilegia,Ranunculaceae,Ranunculales
Oxygraphis_tenuifolia,dry,herb,Absence,Temperate,Absence,Oxygraphis,Ranunculaceae,Ranunculales
Oxygraphis_glacialis,dry,herb,Absence,Temperate,Absence,Oxygraphis,Ranunculaceae,Ranunculales
Oxygraphis_delavayi,dry,herb,Absence,Temperate,Absence,Oxygraphis,Ranunculaceae,Ranunculales
Oxygraphis_polypetala,dry,herb,Absence,Temperate,Absence,Oxygraphis,Ranunculaceae,Ranunculales
Metanemone_ranunculoides,dry,herb,Absence,Temperate,Absence,Metanemone,Ranunculaceae,Ranunculales
Callianthemum_pimpinelloides,dry,herb,Absence,Temperate,Absence,Callianthemum,Ranunculaceae,Ranunculales
Naravelia_zeylanica,dry,herb,Tropic,Absence,Absence,Naravelia,Ranunculaceae,Ranunculales
Coptis_teeta,dry,herb,Absence,Temperate,Absence,Coptis,Ranunculaceae,Ranunculales
Dichocarpum_franchetii,dry,herb,Absence,Absence,Subtropic,Dichocarpum,Ranunculaceae,Ranunculales
Dichocarpum_adiantifolium,dry,herb,Absence,Temperate,Subtropic,Dichocarpum,Ranunculaceae,Ranunculales
Aquilegia_rockii,dry,herb,Absence,Temperate,Absence,Aquilegia,Ranunculaceae,Ranunculales
Thalictrum_wangii,dry,herb,Absence,Temperate,Absence,Thalictrum,Ranunculaceae,Ranunculales
Thalictrum_viscosum,dry,herb,Absence,Temperate,Absence,Thalictrum,Ranunculaceae,Ranunculales
Thalictrum_virgatum,dry,herb,Absence,Temperate,Absence,Thalictrum,Ranunculaceae,Ranunculales
Thalictrum_squamiferum,dry,herb,Absence,Temperate,Absence,Thalictrum,Ranunculaceae,Ranunculales
Thalictrum_smithii,dry,herb,Absence,Temperate,Absence,Thalictrum,Ranunculaceae,Ranunculales
