species_name,Fruittype,Growthform,Tropic,Temperate,Subtropic,Genus,Family,Order
Pedicularis_longipetiolata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_lineata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_likiangensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_laxispica,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_lanpingensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_lamioides,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_lachnoglossa,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_labordei,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_kariensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_insignis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_infirma,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_inaequilobata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_hirtella,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_habachanensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gyrorhyncha,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gruina,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gracilituba,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gracilicaulis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gongshanensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_glabrescens,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_galeata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_forrestiana,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_filicula,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_fengii,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_fastigiata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_elwesii,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dunniana,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dulongensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_duclouxii,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dolichoglossa,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dolichocymba,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dichrocephala,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_dichotoma,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_deqinensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_densispica,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_debilis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_cymbalaria,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_cyclorhyncha,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_crenata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_corydaloides,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_confertiflora,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_cernua,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_cephalantha,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_brachycrania,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_aurata,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_atuntsiensis,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_angustilabris,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_alopecuros,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_tenuisecta,dry,herb,Absence,Temperate,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_nigra,dry,herb,Absence,Absence,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_longicaulis,dry,herb,Absence,Temperate,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_henryi,dry,herb,Absence,Absence,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_gracilis,dry,herb,Absence,Temperate,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_axillaris,dry,herb,Absence,Temperate,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_integrifolia,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Phtheirospermum_japonicum,dry,herb,Absence,Temperate,Subtropic,Phtheirospermum,Orobanchaceae,Lamiales
Phtheirospermum_tenuisectum,dry,herb,Absence,Temperate,Subtropic,Phtheirospermum,Orobanchaceae,Lamiales
Boschniakia_himalaica,dry,herb,Absence,Temperate,Absence,Boschniakia,Orobanchaceae,Lamiales
Sopubia_trifida,dry,herb,Tropic,Absence,Subtropic,Sopubia,Orobanchaceae,Lamiales
Buchnera_cruciata,dry,herb,Tropic,Absence,Subtropic,Buchnera,Orobanchaceae,Lamiales
Striga_masuria,dry,herb,Absence,Temperate,Absence,Striga,Orobanchaceae,Lamiales
Pedicularis_longiflora,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_cranolopha,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_rex,dry,herb,Absence,Temperate,Subtropic,Pedicularis,Orobanchaceae,Lamiales
Pedicularis_oederi,dry,herb,Absence,Temperate,Absence,Pedicularis,Orobanchaceae,Lamiales
Pteracanthus_gongshanensis,dry,herb,Absence,Temperate,Absence,Pteracanthus,Acanthaceae,Lamiales
Pteracanthus_urticifolius,dry,wood,Absence,Temperate,Absence,Pteracanthus,Acanthaceae,Lamiales
Pararuellia_delavayana,dry,herb,Absence,Temperate,Absence,Pararuellia,Acanthaceae,Lamiales
Pararuellia_flagelliformis,dry,herb,Absence,Temperate,Absence,Pararuellia,Acanthaceae,Lamiales
Paragutzlaffia_henryi,dry,herb,Absence,Temperate,Absence,Paragutzlaffia,Acanthaceae,Lamiales
Paragutzlaffia_lyi,dry,herb,Absence,Temperate,Absence,Paragutzlaffia,Acanthaceae,Lamiales
Gutzlaffia_aprica,dry,herb,Absence,Temperate,Absence,Gutzlaffia,Acanthaceae,Lamiales
Semnostachya_collina,dry,herb,Absence,Absence,Subtropic,Semnostachya,Acanthaceae,Lamiales
Goldfussia_yunnanensis,dry,herb,Absence,Temperate,Absence,Goldfussia,Acanthaceae,Lamiales
Goldfussia_sessilis,dry,herb,Absence,Absence,Subtropic,Goldfussia,Acanthaceae,Lamiales
Goldfussia_psilostachys,dry,herb,Absence,Absence,Subtropic,Goldfussia,Acanthaceae,Lamiales
Goldfussia_giomerata,dry,herb,Absence,Absence,Subtropic,Goldfussia,Acanthaceae,Lamiales
Goldfussia_leucophala,dry,herb,Absence,Absence,Subtropic,Goldfussia,Acanthaceae,Lamiales
Calophanoides_quadrifaria,dry,herb,Absence,Absence,Subtropic,Calophanoides,Acanthaceae,Lamiales
Staurogyne_hypoleuca,dry,herb,Tropic,Absence,Absence,Staurogyne,Acanthaceae,Lamiales
Staurogyne_brachystachya,dry,herb,Tropic,Absence,Absence,Staurogyne,Acanthaceae,Lamiales
Staurogyne_concinnula,dry,herb,Tropic,Absence,Absence,Staurogyne,Acanthaceae,Lamiales
Rungia_stolonifera,dry,herb,Absence,Absence,Subtropic,Rungia,Acanthaceae,Lamiales
Rungia_chinensis,dry,herb,Absence,Absence,Subtropic,Rungia,Acanthaceae,Lamiales
Rungia_yunnanensis,dry,herb,Tropic,Absence,Absence,Rungia,Acanthaceae,Lamiales
Rungia_pinpienensis,dry,herb,Tropic,Absence,Absence,Rungia,Acanthaceae,Lamiales
Rungia_mina,dry,herb,Tropic,Absence,Absence,Rungia,Acanthaceae,Lamiales
Rungia_pectinata,dry,herb,Tropic,Absence,Subtropic,Rungia,Acanthaceae,Lamiales
Pseuderanthemum_polyanthum,dry,wood,Tropic,Absence,Subtropic,Pseuderanthemum,Acanthaceae,Lamiales
Pseuderanthemum_crenulatum,dry,wood,Tropic,Absence,Absence,Pseuderanthemum,Acanthaceae,Lamiales
Pseuderanthemum_latifolium,dry,wood,Tropic,Absence,Absence,Pseuderanthemum,Acanthaceae,Lamiales
Phlogacanthus_curviflorus,dry,wood,Tropic,Absence,Absence,Phlogacanthus,Acanthaceae,Lamiales
Phlogacanthus_pubinervius,dry,wood,Tropic,Absence,Subtropic,Phlogacanthus,Acanthaceae,Lamiales
Peristrophe_yunnanensis,dry,herb,Absence,Temperate,Absence,Peristrophe,Acanthaceae,Lamiales
Peristrophe_floribunda,dry,herb,Absence,Absence,Subtropic,Peristrophe,Acanthaceae,Lamiales
Peristrophe_lanceolaria,dry,herb,Tropic,Absence,Absence,Peristrophe,Acanthaceae,Lamiales
Peristrophe_bivalvis,dry,herb,Tropic,Absence,Absence,Peristrophe,Acanthaceae,Lamiales
Peristrophe_fera,dry,herb,Tropic,Absence,Absence,Peristrophe,Acanthaceae,Lamiales
Ophiorrhiziphyllon_macrobotryum,dry,herb,Tropic,Absence,Absence,Ophiorrhiziphyllon,Acanthaceae,Lamiales
Eranthemum_austrosinense,dry,herb,Tropic,Absence,Absence,Eranthemum,Acanthaceae,Lamiales
Eranthemum_tetragonum,dry,herb,Tropic,Absence,Absence,Eranthemum,Acanthaceae,Lamiales
Echinacanthus_lofouensis,dry,herb,Tropic,Absence,Absence,Echinacanthus,Acanthaceae,Lamiales
Dicliptera_elegans,dry,herb,Absence,Temperate,Absence,Dicliptera,Acanthaceae,Lamiales
Dicliptera_bupleuroides,dry,herb,Tropic,Absence,Subtropic,Dicliptera,Acanthaceae,Lamiales
Dicliptera_chinensis,dry,herb,Tropic,Absence,Absence,Dicliptera,Acanthaceae,Lamiales
Cystacanthus_paniculatus,dry,herb,Tropic,Temperate,Absence,Cystacanthus,Acanthaceae,Lamiales
Cystacanthus_yunnanensis,dry,herb,Tropic,Absence,Absence,Cystacanthus,Acanthaceae,Lamiales
Codonacanthus_pauciflorus,dry,herb,Tropic,Absence,Absence,Codonacanthus,Acanthaceae,Lamiales
Clinacanthus_nutans,dry,herb,Tropic,Absence,Absence,Clinacanthus,Acanthaceae,Lamiales
Chroesthes_lanceolata,dry,wood,Tropic,Absence,Absence,Chroesthes,Acanthaceae,Lamiales
Asystasiella_neesiana,dry,herb,Tropic,Absence,Subtropic,Asystasiella,Acanthaceae,Lamiales
Asystasiella_chinensis,dry,herb,Absence,Temperate,Absence,Asystasiella,Acanthaceae,Lamiales
Nelsonia_canescens,dry,herb,Tropic,Absence,Absence,Nelsonia,Acanthaceae,Lamiales
Thunbergia_lutea,dry,herb,Tropic,Absence,Subtropic,Thunbergia,Acanthaceae,Lamiales
Thunbergia_grandiflora,dry,herb,Tropic,Absence,Subtropic,Thunbergia,Acanthaceae,Lamiales
Thunbergia_fragrans,dry,herb,Tropic,Temperate,Subtropic,Thunbergia,Acanthaceae,Lamiales
Thunbergia_coccinea,dry,herb,Tropic,Absence,Subtropic,Thunbergia,Acanthaceae,Lamiales
Hygrophila_ringens,dry,herb,Tropic,Absence,Absence,Hygrophila,Acanthaceae,Lamiales
Hygrophila_polysperma,dry,herb,Tropic,Absence,Absence,Hygrophila,Acanthaceae,Lamiales
Hygrophila_phlomoides,dry,herb,Tropic,Absence,Absence,Hygrophila,Acanthaceae,Lamiales
Hygrophila_erecta,dry,herb,Tropic,Absence,Absence,Hygrophila,Acanthaceae,Lamiales
Acanthus_leucostachyus,dry,herb,Tropic,Absence,Absence,Acanthus,Acanthaceae,Lamiales
Justicia_microdonta,dry,herb,Absence,Temperate,Absence,Justicia,Acanthaceae,Lamiales
Justicia_ventricosa,dry,herb,Tropic,Absence,Absence,Justicia,Acanthaceae,Lamiales
Justicia_vagabunda,dry,herb,Tropic,Absence,Absence,Justicia,Acanthaceae,Lamiales
Justicia_quadrifaria,dry,herb,Tropic,Absence,Absence,Justicia,Acanthaceae,Lamiales
Justicia_procumbens,dry,herb,Tropic,Temperate,Subtropic,Justicia,Acanthaceae,Lamiales
Justicia_patentiflora,dry,herb,Tropic,Absence,Subtropic,Justicia,Acanthaceae,Lamiales
Hypoestes_triflora,dry,herb,Tropic,Temperate,Subtropic,Hypoestes,Acanthaceae,Lamiales
Asystasia_salicifolia,dry,herb,Tropic,Absence,Absence,Asystasia,Acanthaceae,Lamiales
Asystasia_nemorum,dry,herb,Tropic,Absence,Absence,Asystasia,Acanthaceae,Lamiales
Asystasia_gangetica,dry,herb,Tropic,Absence,Absence,Asystasia,Acanthaceae,Lamiales
Lepidagathis_incurva,dry,herb,Tropic,Absence,Subtropic,Lepidagathis,Acanthaceae,Lamiales
Andrographis_laxiflora,dry,herb,Tropic,Absence,Subtropic,Andrographis,Acanthaceae,Lamiales
Justicia_gendarussa,dry,herb,Tropic,Absence,Absence,Justicia,Acanthaceae,Lamiales
Isoglossa_collina,dry,herb,Tropic,Absence,Subtropic,Isoglossa,Acanthaceae,Lamiales
Barleria_purpureosepala,dry,herb,Tropic,Absence,Absence,Barleria,Acanthaceae,Lamiales
Barleria_cristata,dry,herb,Tropic,Temperate,Subtropic,Barleria,Acanthaceae,Lamiales
Barleria_prionitis,dry,herb,Tropic,Absence,Absence,Barleria,Acanthaceae,Lamiales
Phaulopsis_dorsiflora,dry,herb,Tropic,Absence,Absence,Phaulopsis,Acanthaceae,Lamiales
Strobilanthes_larium,dry,herb,Absence,Temperate,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_grossus,dry,herb,Absence,Temperate,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_yunnanensis,dry,herb,Absence,Temperate,Subtropic,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_longespicatus,dry,herb,Absence,Absence,Subtropic,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_tonkinensis,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_speciosa,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_serrata,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_quadrifaria,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_polyneuros,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_pateriformis,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_nobilis,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_mastersii,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_lamiifolia,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_helicta,dry,herb,Tropic,Temperate,Subtropic,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_fluviatilis,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_esquirolii,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_echinata,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_dimorphotricha,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_cusia,dry,herb,Tropic,Absence,Subtropic,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_cruciata,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_argentea,dry,herb,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Strobilanthes_abbreviata,dry,wood,Tropic,Absence,Absence,Strobilanthes,Acanthaceae,Lamiales
Lancea_tibetica,fleshy,herb,Absence,Temperate,Absence,Lancea,Phrymaceae,Lamiales
Mazus_rockii,dry,herb,Absence,Temperate,Absence,Mazus,Phrymaceae,Lamiales
Mazus_celsioides,dry,herb,Absence,Temperate,Absence,Mazus,Phrymaceae,Lamiales
Mazus_pulchellus,dry,herb,Absence,Absence,Subtropic,Mazus,Phrymaceae,Lamiales
Mazus_humilis,dry,herb,Absence,Temperate,Subtropic,Mazus,Phrymaceae,Lamiales
Mazus_longipes,dry,herb,Tropic,Absence,Absence,Mazus,Phrymaceae,Lamiales
Mazus_henryi,dry,herb,Tropic,Absence,Subtropic,Mazus,Phrymaceae,Lamiales
Mazus_pumilus,dry,herb,Tropic,Temperate,Subtropic,Mazus,Phrymaceae,Lamiales
Mazus_stachydifolius,dry,herb,Tropic,Absence,Absence,Mazus,Phrymaceae,Lamiales
Paulownia_fortunei,dry,wood,Absence,Absence,Subtropic,Paulownia,Paulowniaceae,Lamiales
Wightia_speciosissima,dry,wood,Tropic,Temperate,Subtropic,Wightia,Paulowniaceae,Lamiales
Paulownia_tomentosa,dry,wood,Absence,Absence,Subtropic,Paulownia,Paulowniaceae,Lamiales
Mimulus_tenellus,dry,herb,Absence,Temperate,Absence,Mimulus,Phrymaceae,Lamiales
Mimulus_bodinieri,dry,herb,Absence,Temperate,Absence,Mimulus,Phrymaceae,Lamiales
Microcarpaea_minima,dry,herb,Tropic,Absence,Absence,Microcarpaea,Phrymaceae,Lamiales
Phryma_leptostachya,dry,herb,Absence,Temperate,Absence,Phryma,Phrymaceae,Lamiales
Phyla_nodiflora,dry,herb,Tropic,Absence,Subtropic,Phyla,Verbenaceae,Lamiales
Verbena_officinalis,dry,herb,Tropic,Absence,Absence,Verbena,Verbenaceae,Lamiales
Pauldopia_ghorta,dry,wood,Tropic,Absence,Absence,Pauldopia,Bignoniaceae,Lamiales
Nyctocalos_brunfelsiiflorum,dry,wood,Tropic,Absence,Absence,Nyctocalos,Bignoniaceae,Lamiales
Nyctocalos_pinnatum,dry,wood,Tropic,Absence,Absence,Nyctocalos,Bignoniaceae,Lamiales
Mayodendron_igneum,dry,wood,Tropic,Absence,Subtropic,Mayodendron,Bignoniaceae,Lamiales
Radermachera_yunnanensis,dry,wood,Absence,Temperate,Subtropic,Radermachera,Bignoniaceae,Lamiales
Radermachera_microcalyx,dry,wood,Tropic,Absence,Absence,Radermachera,Bignoniaceae,Lamiales
Radermachera_hainanensis,dry,wood,Tropic,Absence,Absence,Radermachera,Bignoniaceae,Lamiales
Radermachera_frondosa,dry,wood,Absence,Absence,Subtropic,Radermachera,Bignoniaceae,Lamiales
Markhamia_stipulata,dry,wood,Tropic,Absence,Subtropic,Markhamia,Bignoniaceae,Lamiales
Fernandoa_guangxiensis,dry,wood,Tropic,Absence,Absence,Fernandoa,Bignoniaceae,Lamiales
Incarvillea_sinensis,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Incarvillea_mairei,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Incarvillea_lutea,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Incarvillea_forrestii,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Incarvillea_compacta,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Incarvillea_altissima,dry,herb,Absence,Temperate,Absence,Incarvillea,Bignoniaceae,Lamiales
Millingtonia_hortensis,dry,wood,Tropic,Absence,Absence,Millingtonia,Bignoniaceae,Lamiales
Oroxylum_indicum,dry,wood,Tropic,Temperate,Subtropic,Oroxylum,Bignoniaceae,Lamiales
Catalpa_tibetica,dry,wood,Absence,Temperate,Absence,Catalpa,Bignoniaceae,Lamiales
Catalpa_fargesii,dry,wood,Absence,Temperate,Absence,Catalpa,Bignoniaceae,Lamiales
Scrophularia_spicata,dry,herb,Absence,Temperate,Absence,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_lijiangensis,dry,herb,Absence,Temperate,Absence,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_diplodonta,dry,herb,Absence,Temperate,Absence,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_delavayi,dry,herb,Absence,Temperate,Absence,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_chasmophila,dry,herb,Absence,Temperate,Absence,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_yunnanensis,dry,herb,Absence,Temperate,Subtropic,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_urticifolia,dry,herb,Absence,Absence,Subtropic,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_macrocarpa,dry,herb,Absence,Absence,Subtropic,Scrophularia,Scrophulariaceae,Lamiales
Scrophularia_elatior,dry,herb,Absence,Temperate,Subtropic,Scrophularia,Scrophulariaceae,Lamiales
Buddleja_forrestii,dry,wood,Absence,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_fallowiana,dry,wood,Absence,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_crispa,dry,wood,Absence,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_brachystachya,dry,wood,Absence,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_paniculata,dry,wood,Absence,Absence,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_nivea,dry,wood,Absence,Temperate,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_myriantha,dry,wood,Tropic,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_macrostachya,dry,wood,Tropic,Temperate,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_candida,dry,wood,Tropic,Absence,Absence,Buddleja,Scrophulariaceae,Lamiales
Buddleja_albiflora,dry,wood,Tropic,Absence,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_officinalis,dry,wood,Tropic,Temperate,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_yunnanensis,dry,wood,Tropic,Absence,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_asiatica,dry,wood,Tropic,Temperate,Subtropic,Buddleja,Scrophulariaceae,Lamiales
Buddleja_davidii,dry,wood,Absence,Temperate,Absence,Buddleja,Scrophulariaceae,Lamiales
Verbascum_chinense,dry,herb,Tropic,Temperate,Absence,Verbascum,Scrophulariaceae,Lamiales
Verbascum_thapsus,dry,herb,Absence,Temperate,Absence,Verbascum,Scrophulariaceae,Lamiales
Whytockia_chiritiflora,dry,herb,Absence,Temperate,Absence,Whytockia,Gesneriaceae,Lamiales
Whytockia_gongshanensis,dry,herb,Absence,Temperate,Absence,Whytockia,Gesneriaceae,Lamiales
Rhabdothamnopsis_sinensis,dry,wood,Absence,Temperate,Absence,Rhabdothamnopsis,Gesneriaceae,Lamiales
Tremacron_begoniifolium,dry,herb,Absence,Absence,Subtropic,Tremacron,Gesneriaceae,Lamiales
Tremacron_forrestii,dry,herb,Absence,Temperate,Absence,Tremacron,Gesneriaceae,Lamiales
Petrocosmea_nervosa,dry,herb,Absence,Temperate,Absence,Petrocosmea,Gesneriaceae,Lamiales
Petrocosmea_flaccida,dry,herb,Absence,Temperate,Absence,Petrocosmea,Gesneriaceae,Lamiales
Petrocosmea_setulosa,dry,herb,Absence,Absence,Subtropic,Petrocosmea,Gesneriaceae,Lamiales
Petrocosmea_rosettifolia,dry,herb,Absence,Absence,Subtropic,Petrocosmea,Gesneriaceae,Lamiales
Petrocosmea_begoniifolia,dry,herb,Absence,Absence,Subtropic,Petrocosmea,Gesneriaceae,Lamiales
Petrocosmea_duclouxii,dry,herb,Absence,Absence,Subtropic,Petrocosmea,Gesneriaceae,Lamiales
Corallodiscus_rotundifolius,dry,herb,Absence,Temperate,Absence,Corallodiscus,Gesneriaceae,Lamiales
Corallodiscus_kingianus,dry,herb,Absence,Temperate,Absence,Corallodiscus,Gesneriaceae,Lamiales
Corallodiscus_grandis,dry,herb,Absence,Temperate,Absence,Corallodiscus,Gesneriaceae,Lamiales
Ancylostemon_mairei,dry,herb,Absence,Temperate,Absence,Ancylostemon,Gesneriaceae,Lamiales
Ancylostemon_aureus,dry,herb,Absence,Temperate,Absence,Ancylostemon,Gesneriaceae,Lamiales
Ancylostemon_convexus,dry,herb,Absence,Absence,Subtropic,Ancylostemon,Gesneriaceae,Lamiales
Ancylostemon_flabellatus,dry,herb,Absence,Absence,Subtropic,Ancylostemon,Gesneriaceae,Lamiales
Trisepalum_birmanicum,dry,herb,Tropic,Absence,Absence,Trisepalum,Gesneriaceae,Lamiales
Stauranthera_umbrosa,dry,herb,Tropic,Absence,Absence,Stauranthera,Gesneriaceae,Lamiales
Rhynchotechum_ellipticum,fleshy,wood,Tropic,Absence,Subtropic,Rhynchotechum,Gesneriaceae,Lamiales
Rhynchotechum_vestitum,fleshy,wood,Tropic,Temperate,Subtropic,Rhynchotechum,Gesneriaceae,Lamiales
Oreocharis_minor,dry,herb,Absence,Temperate,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_forrestii,dry,herb,Absence,Temperate,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_cordatula,dry,herb,Absence,Temperate,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_cinnamomea,dry,herb,Absence,Temperate,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_aurantiaca,dry,herb,Absence,Temperate,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_aurea,dry,herb,Tropic,Absence,Absence,Oreocharis,Gesneriaceae,Lamiales
Oreocharis_rhytidophylla,dry,herb,Absence,Absence,Subtropic,Oreocharis,Gesneriaceae,Lamiales
Loxostigma_griffithii,dry,herb,Tropic,Temperate,Subtropic,Loxostigma,Gesneriaceae,Lamiales
Loxostigma_mekongense,dry,herb,Tropic,Temperate,Absence,Loxostigma,Gesneriaceae,Lamiales
Leptoboea_multiflora,dry,wood,Tropic,Absence,Subtropic,Leptoboea,Gesneriaceae,Lamiales
Epithema_carnosum,dry,herb,Tropic,Absence,Subtropic,Epithema,Gesneriaceae,Lamiales
Didymocarpus_zhenkangensis,dry,herb,Absence,Absence,Subtropic,Didymocarpus,Gesneriaceae,Lamiales
Didymocarpus_yunnanensis,dry,herb,Absence,Absence,Subtropic,Didymocarpus,Gesneriaceae,Lamiales
